PC1,PC2,Cluster
-710.8424989902996,-21.460751790477232,0
2795.1608374284697,23.340424250610525,2
-1784.8390524816932,23.74950476306177,1
-2200.8399326347862,12.751220374116178,1
-3363.841746604303,-11.195544905628566,1
827.1583055150113,-10.535120972003693,0
1495.1604212244274,17.421533355832487,0
1656.1599434575764,11.37107472728213,2
521.1577736861655,-17.469751613345146,0
1422.1571526157786,-24.74035368055757,0
-2670.8397735043545,14.758112860082184,1
-2956.841054043849,-2.2971009341561697,1
3345.1579447645345,-12.147022364117632,2
-1875.841807650344,-12.377669697362991,1
3252.16019577533,14.27716695808602,2
771.1617689969717,35.50304880824948,0
2564.159117907752,4.939738436104042,2
-3844.84287472954,-25.26556050676885,1
2082.157832744706,-11.0971695798041,2
-4351.841637644044,-7.2751364493171184,1
1563.1600188760203,12.396074204167933,2
4084.1578851928352,-13.223328599521912,2
-3802.840489320341,5.826599390897355,1
2362.158452375268,-8.560085640729353,2
-1523.8417194457145,-8.565508145126373,1
-188.8407808616757,1.56714454612416,0
-1303.8410130740376,-1.3559051288970512,0
-1065.8427182808518,-24.43182416006713,0
-3658.8378937118105,39.78676659795123,1
4397.157789915509,-16.979189739965904,2
2052.1580432115006,-11.795376785419432,2
-2926.8420126794954,-15.29676465848072,1
2371.1576339376625,-15.865832477463458,2
-1475.8407874240656,3.5522474443454684,1
2166.15751127369,-21.56019122974123,2
1070.1573305653874,-17.049308671585234,0
2632.158551081491,-3.874985444331593,2
2209.15894441586,-2.620563270540943,2
-1077.8426930325804,-24.35783683773168,0
671.1591925977264,1.5390921004955072,0
-1441.8395768470364,17.600602820968305,1
4353.158499000187,-7.751842119671656,2
-2249.8411684244056,-3.2664893492215974,1
-559.839842000627,13.647333443024255,0
1441.16158722213,32.44329755329192,0
-1409.842271988222,-11.811009178170648,0
2249.1573974653147,-18.97891829938029,2
1749.1592010257882,1.3626528649328211,2
-1628.8405377808376,4.727922458700149,1
3415.1596449238714,10.892757093114891,2
571.1614562979084,30.499444247719097,0
1015.1600786787458,12.52856874913116,0
-411.8399212189252,15.39100136491677,0
-2163.8422469249927,-18.189344268049908,1
1050.1581960677868,-12.411875152429555,0
1060.15756857238,-16.839151857237177,0
1713.1601394371246,13.42010391091674,2
-3565.8423936997424,-16.426850498622787,1
-3300.8405777744483,7.576495431910445,1
-2642.8405911619197,3.737076291991089,1
-3328.8419421016006,-10.531928007322673,1
222.1600637878873,12.520382817077875,0
171.15836903167656,-10.4144064844254,0
-269.8414642313146,-7.412415562120834,0
