PC1,PC2
-710.8424989902996,-21.460751790477232
2795.1608374284697,23.340424250610525
-1784.8390524816932,23.749504763061772
-2200.8399326347862,12.751220374116178
-3363.841746604303,-11.195544905628566
827.1583055150113,-10.535120972003693
1495.1604212244274,17.421533355832487
1656.1599434575764,11.37107472728213
521.1577736861655,-17.469751613345146
1422.1571526157786,-24.74035368055757
-2670.8397735043545,14.758112860082184
-2956.841054043849,-2.2971009341561697
3345.1579447645345,-12.147022364117632
-1875.841807650344,-12.377669697362993
3252.16019577533,14.277166958086019
771.1617689969717,35.50304880824948
2564.1591179077514,4.939738436104042
-3844.84287472954,-25.26556050676885
2082.157832744706,-11.097169579804099
-4351.841637644044,-7.2751364493171184
1563.1600188760203,12.396074204167933
4084.1578851928352,-13.223328599521913
-3802.8404893203406,5.826599390897355
2362.158452375268,-8.560085640729353
-1523.8417194457143,-8.565508145126373
-188.84078086167574,1.56714454612416
-1303.8410130740376,-1.3559051288970512
-1065.8427182808518,-24.43182416006713
-3658.8378937118105,39.78676659795123
4397.157789915509,-16.979189739965904
2052.1580432115006,-11.795376785419432
-2926.8420126794954,-15.29676465848072
2371.1576339376625,-15.865832477463458
-1475.8407874240656,3.5522474443454684
2166.15751127369,-21.56019122974123
1070.1573305653874,-17.049308671585234
2632.158551081491,-3.874985444331593
2209.15894441586,-2.620563270540943
-1077.8426930325804,-24.357836837731682
671.1591925977264,1.5390921004955072
-1441.8395768470364,17.600602820968305
4353.158499000187,-7.751842119671656
-2249.8411684244056,-3.2664893492215974
-559.839842000627,13.647333443024257
1441.16158722213,32.44329755329192
-1409.842271988222,-11.811009178170647
2249.1573974653147,-18.978918299380286
1749.1592010257882,1.3626528649328211
-1628.8405377808376,4.727922458700149
3415.1596449238714,10.892757093114893
571.1614562979084,30.499444247719097
1015.1600786787458,12.528568749131159
-411.83992121892516,15.39100136491677
-2163.8422469249927,-18.189344268049908
1050.1581960677868,-12.411875152429555
1060.1575685723801,-16.839151857237177
1713.1601394371246,13.420103910916739
-3565.8423936997424,-16.426850498622787
-3300.8405777744483,7.576495431910445
-2642.8405911619193,3.737076291991089
-3328.8419421016006,-10.531928007322671
222.16006378788734,12.520382817077875
171.15836903167656,-10.414406484425399
-269.8414642313146,-7.4124155621208345
432.159538127773,7.343715590730119
-1961.8408218225231,1.6892372999803573
1859.1581283495761,-13.58577805381832
294.1575961300987,-17.706079376568127
3418.160256540694,19.021985017671078
-2848.8417631438933,-8.549965594473077
-1315.84268399555,-24.31945695041751
-1848.841978933604,-11.628880537431161
-4135.840224369138,8.887455811860045
-3614.8416400260758,-7.330578260261506
1214.1587433925597,-1.8698931014581586
605.1588704955648,-3.4914062896248357
3914.1588011460844,-4.7943800761151465
-2563.840629129205,3.6640706842378314
1659.1603791934904,17.39865165767592
-181.84176368825138,-11.475173555604114
3546.159958682605,11.325282718522567
-3543.841314179648,-5.144248709634526
-2185.8394165014033,19.731230688045137
1588.1601714615244,14.429782952384178
-919.8419822187279,-13.484355716522595
624.1603627300356,16.48284933662945
3391.160960907233,24.155741152538845
-713.8402289091609,8.591288848601062
-93.8412425260758,-5.41844318155567
545.1581257166108,-8.80537386009059
-540.8428497999557,-25.408367457985193
-685.841957273311,-13.518925804293385
-2755.837687653373,42.70803488021379
-3334.842583560734,-18.53168327513113
886.1587627158733,-4.4384386883270714
-1460.8406767374836,3.656979896419946
4385.159088699787,-0.7583522232796351
-2342.8416729778983,-7.614151104899523
-2754.8381319302134,36.734863707438485
1866.15854401869,-7.624370871618325
-1187.841405044368,-6.296539999487303
961.1593326405273,2.5150446760118523
-2508.839992329653,11.66421639778689
1229.1590704885894,3.085138268282469
-2425.8420453133876,-15.321324874044972
-1415.8415406958666,-4.714911782608817
1004.157902414503,-16.43846888351396
-1732.8387348725228,28.69572107658093
4337.157950859168,-15.682546127295915
-3366.8417994847987,-8.546256886072985
1695.1584950779798,-4.971987073373155
3226.1610717262374,25.345353299284767
1337.1570010022842,-25.81282881264358
-2796.8403991854284,6.756662176838079
-3666.842035982874,-13.363810592436899
-3109.841344598215,-4.378456508903382
303.1577694211737,-14.786711207405695
-1511.8415164379403,-6.504329561339196
-3769.8411784630152,-4.050469458168722
-3639.840524861531,4.818002108009393
-4258.841740180622,-11.110038499958986
1875.1591171537293,-0.6207855738764465
-1888.8422111786203,-14.628229538820797
1384.157641411759,-15.827016508998263
-1779.8381256588036,36.69879536269129
3572.157693195739,-16.00540395042713
653.1609545499668,27.24628006283418
1452.160978703003,23.29781938401166
4439.1578093214775,-17.743801511252734
4168.159381118836,3.2956862714089645
-3476.8409788399003,-0.1874972425173107
3070.157894839649,-16.667110531119853
-2328.841015054146,1.4124477320229651
2142.1615303580184,32.36455818400375
-4288.841012756166,-0.23347104204987268
2975.1617162153125,34.324973441296244
-4327.841615683399,-8.19036015995585
2190.1594585026032,5.372920625656482
-3261.8422727483558,-18.260223895141074
-706.841308028088,-6.3554398512251815
4248.160350296996,16.262723874215162
1771.159034572076,1.2437347219725172
-523.8407595962635,5.28599976643385
-22.84176115237642,-11.507965891865092
1781.1588551248424,-3.6039416113380316
1182.1602119019954,15.376616731641311
-4507.8406397844665,4.736680056847543
1533.162030556763,38.43697780052282
-4099.838827537256,26.90710977494828
646.1579699826543,-12.649509750993063
-4532.83867441467,28.935514983207284
4225.15948319895,6.102357740239009
1346.157150537998,-20.97780252865683
-2438.842683744675,-23.3885851707449
4376.157353269809,-21.917136098027918
471.15787298663054,-12.704471618030457
3100.1582731466624,-7.897734458144989
-2822.8412803360843,-3.380591653903526
4414.158786432003,-3.751076445499609
4390.1573734481935,-22.756360210507403
3815.158774314914,-2.851484411938281
-3256.8411413012655,-3.1466476735736677
-4179.8401814834215,9.864590253767739
2102.158789573936,-1.7791676088839852
-4124.841271299811,-1.4219776620219946
3054.159987579158,15.039322791092657
3024.1589305209345,-2.629326875174347
90.15818962513003,-12.344590553203162
2019.1594939396018,5.328656406469497
-3696.8391104826005,23.84017194881193
4094.1583193845,-8.842076096673642
-4446.842156380473,-17.06273662452493
1343.1575359997223,-18.901624703251596
-3497.8413224971737,-4.244159759179945
-3590.8393813179573,19.873363125729497
3093.157280992309,-20.981084833655558
-2370.842380431539,-20.284024977345997
2548.1597255543456,9.315288337902578
-2006.8416695596534,-10.241966649468955
2716.161038595368,25.327985844811536
-3855.8414513607277,-6.167127700947289
-1552.8427058603847,-23.39712763986777
-1809.8404859883012,5.6527013824400445
-777.8427602786687,-25.397204598797224
-3991.84022177133,8.90755099265685
3995.157968353189,-15.62705140917417
